Country,Region,Year,Latitude,Longitude,Rainfall_mm,Temperature_C,Soil_Moisture,Humidity_%,Wind_Speed_mps,CO2_ppm,Evaporation_mm_day,Rainfall_Lag_mm,FloodRisk_Score,FloodRisk_Level,DroughtRisk_Score,DroughtRisk_Level,HeatwaveRisk_Score,HeatwaveRisk_Level
India,Maharashtra-Mumbai,1920,20.464540118847363,79.41071430640991,0.637463151224619,0.5845893310753598,1.0000000000000002,0.7457333333333336,0.716,0.058181818181818556,0.3101045296167247,0.6406988243050213,0.348,Low,0.0,Low,0.0687,Low
India,Karnataka-Bangalore,1920,20.38122914019804,79.07185289472237,0.31495715899385623,0.625571549534293,0.8984615384615386,0.3710666666666667,0.0,0.0,0.49651567944250874,0.23601801999780242,0.12400000000000001,Low,0.0,Low,0.4337,Medium
India,Delhi-Delhi,1920,20.15505159298528,79.40888553725333,0.3374934567595118,0.41541066892464007,0.9723076923076924,0.7336,0.3972,0.0,0.5357142857142857,0.4142676628941874,0.2754,Low,0.18382139750652363,Low,0.1436,Low
India,Tamil Nadu-Chennai,1920,21.01187423502312,78.54849250205191,0.21888861338402624,0.6162574089754446,0.5661538461538462,0.4750666666666668,0.2924,0.0,0.23867595818815332,0.29230304362158,0.1592,Low,0.0,Low,0.5889,Medium
India,West Bengal-Kolkata,1920,20.0955221171236,79.27546142845483,0.5396589249800259,0.6365791701947502,1.0000000000000002,0.6410666666666667,0.46640000000000004,0.0739393939393942,0.3083623693379791,0.5731787715635643,0.4131,Medium,0.0,Low,0.3685,Medium
India,Maharashtra-Mumbai,1921,20.56221492516195,78.5795942459383,0.5465465465465466,0.537510584250635,1.0000000000000002,0.8884000000000001,0.4676,0.2630303030303036,0.23170731707317074,0.5888363916053181,0.38880000000000003,Medium,0.02087561612061467,Low,0.083,Low
India,Karnataka-Bangalore,1921,20.404355981076325,78.9685706911647,0.44474749979337136,0.4675698560541913,1.0000000000000002,0.5213333333333334,0.2384,0.0,0.5513937282229965,0.4573673222722777,0.3045,Low,0.03798202377500725,Low,0.3401,Low
India,Delhi-Delhi,1921,20.20005192452768,78.68793516254193,0.5962476237705595,0.588653683319221,1.0000000000000002,0.3830666666666667,0.4692,0.0,0.3414634146341463,0.6033128227667288,0.3514,Medium,0.2832705131922296,Low,0.47659999999999997,Medium
India,Tamil Nadu-Chennai,1921,20.45362960237929,79.43178208272096,0.3813262804088492,0.2374259102455546,1.0000000000000002,0.8574666666666668,0.3616,0.03045454545454529,0.3858885017421602,0.45582902977694756,0.3461,Low,0.0,Low,0.0,Low
India,West Bengal-Kolkata,1921,20.81821634861186,78.82778313271925,0.6179849574344988,0.6022015241320914,1.0000000000000002,0.6408,0.4152,0.0,0.5531358885017421,0.5733161191077903,0.2353,Low,0.0,Low,0.2408,Low
