year,co2_change_percent,deforestation_percent,renewable_energy_percent,population_growth_rate,industrial_growth_index,temperature_change,sea_level_rise_meters,extreme_weather_events,biodiversity_loss_percent,risk_index
2076,-4.942533907157854,10.114946300983098,22.602918862272574,1.5726762080240193,4.472074178447115,0.1259765059868107,0.27129239102473307,3,0.0,0.0
2039,50.19206953165836,19.882078986393534,64.17870647022454,3.1286141695276704,4.511602049124274,0.764375785449289,0.5386793651189924,7,2.145300110735504,0.4236466730513213
2096,7.398192779656617,53.59991722711592,75.65263827629795,3.030209428246264,0.051815891632987165,0.9627153071534356,0.3028586491312114,10,29.0897386648864,0.41112426805495805
2085,18.79297152228098,41.73811264890477,25.453826563437758,1.5344326632574437,3.9111027527967916,1.2594780559406096,0.5982892350995526,9,24.313991513155088,0.597648377262567
2045,-4.692413287885282,13.679660916982934,52.24391535927887,1.3340016035254252,3.784421276202618,-0.23362395220344967,0.09592499570716241,4,1.4761350836571252,0.0
2099,2.719868155618042,20.099166985341775,74.69959346702039,3.264842052395899,3.105928091339263,0.33370490574292966,0.12372475158067428,3,1.9532252731542,0.0
2099,32.57667179471073,27.089891479703027,52.610658105293986,2.5030765708845317,2.2752513684225546,1.1235954543310231,0.3850503951769071,7,16.50031480426094,0.40475191775302294
2048,-0.4729764796180575,75.03308594264595,64.11181927843965,3.2488587125332646,4.784665184767379,1.3462922968393334,0.4141584957923835,9,39.68902063228553,0.6697572026206824
2027,28.041460130393723,13.577904330042887,63.93580274681403,2.7894117261353455,2.0632847726001136,0.5293226985538253,0.2434648503119783,4,0.0,0.0
2046,-9.723849072682508,55.385724479529706,27.87961543039726,2.13254103751995,1.3800736326396075,1.355943218777353,0.20931216032164418,6,29.208515926394472,0.48065876989462725
2077,21.63752115040201,60.94851798244762,73.6759502873777,0.4054847195131758,1.8605710474056776,0.6691905769081684,0.3585708416801912,9,33.62994098958222,0.6059240341587828
2026,34.72603839394964,71.26957416657947,53.741477300785746,1.0201823540268447,2.6378875027389954,1.902738145460086,0.353965994687085,9,35.932149814549184,1.0
2054,46.96332057964627,42.87404526642995,25.38792308471959,3.39094842484437,1.2843443280164373,1.7569981092265337,0.4245663683577426,6,21.84588336402144,0.9745599240929806
2062,24.122652229781156,7.556300117346046,60.991706604387225,1.1179773454997157,3.645427477232919,-1.6283553750650874,0.03290399304748654,3,0.0,0.0
2026,45.76791276230928,5.788393848749556,14.79933793783095,0.32639204424879775,5.305255215071375,1.5649376160512178,0.22965859381950332,9,1.4015308475840975,0.49870410963230716
2088,39.677271479565036,31.484999851781502,42.62111681894021,2.4764367457176193,3.5727607449724506,1.2853877817417885,0.41948848192757193,6,11.39813494215533,0.5760799685696368
2084,7.92268411746703,24.6739440174598,30.784025261747832,2.5690148909028947,2.680009844864288,0.48109615210743156,0.6881539886583159,7,10.335666221429346,0.3137634059495633
2045,43.26318293456585,61.67415752988555,46.37384263879767,0.9991020210050277,4.781212597349424,1.6974353543991332,0.570228082686159,8,33.88363851533832,1.0
2057,28.89612017044433,45.76711604790301,78.06392428077248,1.041851927712063,4.4882317372471725,1.125805345194433,0.6121289426144488,3,19.092476360559715,
2082,-3.2889804602240664,59.56793947848665,40.766135132280745,1.6411254492807437,2.202348729184177,0.3311754018082599,0.35627146127392467,7,33.21868818391529,0.44945782303584114
2046,46.50662332586243,43.24848216798445,44.551693529305844,0.07626132416789438,3.624920823992171,1.4424941650449083,0.963430114742538,6,21.75792589067626,1.0
2073,2.694161665932222,16.69885449871405,58.67785650440287,2.7626305362640724,4.379057161907947,-0.6104209477471062,0.23991476893086028,3,5.706848157028016,0.0
2083,17.8830967242987,14.112009915010859,26.845820989556493,1.1098107554594396,1.4727795481166461,0.15830936235692292,0.23076250967372497,1,5.138559927808636,0.20563635293153
2066,18.575398513422613,26.68611589518338,32.62473373367104,2.9881708570069216,2.197643274505139,-0.2680080403205319,0.21146103868505495,3,6.535613564674671,0.2914812397237385
2084,27.681934283801052,0.0,40.00397990108188,2.809206475600118,0.6346564232998231,0.21104429049891257,0.333191836130568,4,0.0,0.026777909401105388
2039,32.380939489643275,36.63637733402164,18.646570474354583,2.314907115915741,5.926081669841,1.4852870660896853,0.6307099400908083,7,19.07828862240491,0.8052466127428847
2086,2.654427555148998,18.613260333478216,44.40140173920723,1.1370620348475104,0.5152659025388147,-0.04324444118265497,0.22019345685908892,2,9.90265651598422,0.0
2086,12.185120155656444,4.996422908569274,52.43599361827452,1.8071079658140952,1.0116367507414645,0.36785718445159854,0.2687134138476976,2,0.0,0.0
2071,1.9609359085360407,34.674176402350504,59.128883453150465,1.5569024015928565,2.878991697984839,-0.2627212558741795,0.2778091922394405,4,17.120179792448226,0.0
2086,1.9669064358824064,47.27663798619385,83.63068115095821,1.1860866018703597,5.191631001267236,-0.0915324845635524,0.031568237387934295,4,18.056403676772362,0.09540369911446263
2075,41.857649385991635,6.467218697310644,76.37896967022753,2.9684770125611237,2.135292137687757,-0.5085287755959331,0.10850796289322338,0,0.0,0.020568094422031218
2079,36.94065304016304,46.08297256472835,31.51396320454967,1.6922747610218285,4.611576885188075,1.6858545164541807,0.37409849804287865,9,25.132543056302094,0.8867998750164896
2088,17.641514843175706,69.46501761582594,51.43038391887255,2.914530842290013,4.056204439897416,1.8789702647493252,0.3872871634612214,9,35.18531592937384,0.8742998093410752
2027,-1.2711963270264346,23.894255817135328,48.64578317257436,0.368264659496385,3.831984462958073,0.03554746709785045,0.03079357248965383,4,2.8564883236834424,0.0
2075,20.02102408575325,70.33137253692557,50.77451058992742,0.4935867601011751,5.070103505801041,1.681010662536439,0.3154454819378155,10,37.56106069098009,0.9285630866140538
2031,8.76807648682147,52.485389263999345,23.48770183614425,3.4206210678954188,0.08502173777175392,1.6758221351732483,0.4951311354241746,9,27.05406896039054,0.7162920554625266
2045,42.23295736315,4.182434217307552,12.10046276006874,2.0571896191213135,5.57491823136235,1.0195155237564706,,4,0.0,0.3873677902564189
2097,-1.7472037349091676,67.7726915703802,56.48426344801237,1.7841938572466716,4.975357082017759,1.2691551051146237,0.3542452531446403,11,37.244815007685105,0.4984069153877865
2063,18.76044536945989,37.00820072661453,36.18658045810636,1.831046221004391,5.627203317910963,0.30802782873376666,0.28011083440477186,6,12.832987162600737,0.5095623893844513
2042,27.07111043567563,44.72259913881824,68.70429688864262,0.7534407091150094,4.761527303140123,1.0644741460456117,0.2886668531099065,7,25.99728532108881,0.4124073649723561
2028,51.98996576987163,46.94332226513499,19.72991870843673,2.5154638232569058,5.271548444725635,2.635349458234385,0.6185171447068034,9,31.898646002368466,1.0
2084,-4.871721575310938,26.02269997150582,80.50189415412159,0.2967321830541403,1.218468289196875,-0.06848791305307213,-0.15611048764703267,5,9.52745564223024,0.0
2038,-1.0845005989842136,34.664465483810105,58.57164848048602,2.0066329958605813,1.9153744012623033,0.6952778552788208,0.4047568900607862,7,13.86146097590309,0.06881491442443727
2033,51.27994909848892,37.54594226392643,24.682875993082494,1.997690788050655,1.8913260808243857,2.067598286615148,0.5992806196906089,10,23.21675266672323,0.9288065182109336
2077,16.598837013222347,67.00947429785232,23.424094508933702,3.1996594844672885,0.6550004752683405,1.2524759867025543,0.6061838386818656,7,37.98465231571183,0.914057038622615
2026,38.756864470615184,14.897819268924696,30.521371394654068,1.8416398353670111,4.377475531707544,0.7952824575260211,0.37101660632096606,3,6.488164406361723,0.5202021022077342
2084,33.6317582565646,63.34174255415971,,0.47971943590962834,0.817025356122437,1.0144436613209562,0.42299512572473147,5,36.57565587221796,0.8126061656520088
2095,7.85369256211365,71.39749529217391,47.35588921169089,2.0046364073685687,0.31505499647436386,2.2958167131426754,,11,39.20836643662767,0.8345931841644552
2068,5.348101001808249,29.465844480946856,15.742804939921324,0.31964675527866326,4.652681220330383,0.17814746478625615,0.2907699755953006,4,21.8766541357525,0.2994964931925818
2032,7.599798312336125,20.629016643492832,61.17626273165049,0.7132784235497258,5.427979018391576,0.01817208360843292,0.16024105125354288,4,4.057478483637261,0.0
2071,38.069933772418516,,47.82266605169857,0.10888004465595646,4.5847400877908,0.15137618637065653,0.44259043922938635,1,14.403917323442021,
2059,41.74425588343767,10.054742175146805,79.05295123355204,1.796527538608244,4.952113276991858,-0.45829138165743666,0.5079180638586397,1,0.0,0.004256065164249034
2060,33.13604262356665,59.43469175364113,37.17641289892164,0.2958641535275033,3.5737300669846275,1.5135326008880972,0.7826510539661267,13,28.35351090550687,0.9615170527951855
2074,21.64694334345871,27.305412014900604,66.03496750446013,1.6428803248596515,5.326478027488519,-0.07631326887838363,0.11996286513222354,4,10.737823019334765,0.18182898699131456
2028,9.090029288662693,21.016723007363588,44.734650304720695,3.2653076236345044,2.9802208941471307,0.6398923935517832,0.2254457340987282,2,12.033691394112513,0.14657709253271237
2026,18.52459492381132,49.271289422119516,51.711560176160745,2.5191649455676624,5.92993571092479,1.2540058917720567,0.3660704764885526,11,25.19022205436841,0.5114461995751539
2030,43.86475038267197,37.43945080445485,61.56547536701625,0.27094085978852567,0.6204902566166934,1.8676155742465141,0.5442894693459577,9,14.621689688656474,0.6150636943863635
2078,44.737697296625065,44.06537398502171,,0.7847343427309511,4.855084240208303,1.2971806765703844,0.4015517032470134,8,25.505807488696917,0.8070934406697614
2028,8.118894713862744,36.58841084339843,39.32513446521695,2.35781846962702,3.8483364960676516,1.4718759902919782,0.20944257176166986,10,15.444478013201039,0.4479833494986306
2078,12.435451895434925,31.005901875141937,74.01028325565474,3.131456513584643,3.483876409327171,-0.10905073066321778,-0.03839904955697204,3,13.013261118316887,0.007552930543807644
2087,39.85232497202134,17.782194453832734,,0.11521505367383816,4.354863185166728,1.3073259707220677,0.4678230908857612,6,5.616175283490003,0.6183916323394363
2042,16.378823759258,19.420598044322745,,2.843578961022079,5.041749184793092,0.676513181989248,0.30086781580328065,3,11.055772979520613,0.1611625987287533
2068,28.987481310179998,66.90230071785045,23.077787244739305,1.9663485811840804,5.17730440104306,1.4263402585690566,0.3611960963754411,6,35.8332338164127,1.0
